sub,number,name,url,description,catalog
BIO,102,Biology of Human Disease,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-102,Emphasis on pathogenic organisms and human immune responses.  This is a laboratory course designed for students not majoring in biology.  Three lectures and one three hour laboratory weekly. Corequisites:BIO-120L,2015
BIO,102L,Biology of Human Disease Laboratory,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-102L,This is the laboratory course for BIO-102. Corequisites: BIO-102,2015
BIO,106,Readings in Biology,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-106,"Individually assigned readings, followed by written reports or seminars covering classical, current and semi-popular literature on biological topics.",2015
BIO,108,Human Genetics,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-108,"Genetics and genetic technology as applied to humans.  Topics include classical (Mendelian) inheritance, genes and gene expression inherited disorders, analysis of pedigrees, sex determination, biological basis of gender, genetics of behavior, gene therapy, and genetic privacy.",2015
BIO,109,Biology of Reproduction,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-109,"This course provides an overview of major topics in reproductive biology that include sex differentiation, male and female anatomy, environmental factors that influence reproduction, contraception, and the hormonal control of different stages of reproduction such as puberty (sexual maturation), reproductive cycles, pregnancy and childbirth. The course primarily focuses on human reproduction but other animal groups will be discussed when appropriate. NOTE: When the laboratory (BIO-109L)is offered with this course, it is a required corequisite course; the combination of the lecture and laboratory will fulfill the laboratory requirement of the human biology and natural science minors.  Corequisite: BIO-109L",2015
BIO,109L,Biology of Reproduction Laboratory,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-109L,"This laboratory may or may not be scheduled along with the BIO-109 lecture. When the laboratory is scheduled with the lecture, it is a required co-requisite course. Corequisites: BIO 109",2015
BIO,129,"Murder, Medicine and Magic",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-129,"A study of ethnobotany -  the uses that people have made of plants.  Topics include the uses of plants in various cultures for foods, fibers, shelter, beverages, medicines, rituals, and other ends.  Emphasis will be placed on basic botanical principles (e.g. taxonomy, anatomy, evolution, chemistry), and the human needs (physiological, behavioral, cultural) that plants satisfy. NOTE: When the laboratory (BIO-129L) is offered with this course, it is a required corequisite; the combination of the lecture and laboratory will fulfill the laboratory requirement of the natural science minor. Corequisite: BIO 129L",2015
BIO,129L,"Murder, Medicine, and Magic Laboratory",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-129L,"This laboratory course may or may not be scheduled along with the BIO-129 lecture. When the laboratory is scheduled with the lecture, it is a required co-requisite course. Corequisite: BIO-129",2015
BIO,140,Idaho Natural History,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-140,"Natural history, flora, fauna, and ecological relationships of the local area.  Three lectures and one four hour laboratory weekly.  This course is designed for students not majoring in biology. Corequisite: BIO 140L",2015
BIO,140L,Idaho Natural History Laboratory,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-140L,This is the laboratory course for BIO-140. Corequistite: BIO-140,2015
BIO,145,"Drugs, Brains, and Behavior",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-145,"This course explores fundamental neuroscience concepts, with an emphasis on how the nervous system is affected by injury, toxins, aging, and disease. Societal implications of recent research will be discussed, and a component of the course will be devoted to investigating ethical issues that arise from these discoveries. Note: When the laboratory (BIO-145L) is offered with this course, it is a required co-requisite course. Corequisites: BIO-145L",2015
BIO,145L,"Drugs, Brains, and Behavior Laboratory",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-145L,This is the laboratory course for BIO-145. Corequisites: BIO-145,2015
BIO,159,Cellular Basis of Human Physiology,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-159,"This is the first course in the core curriculum for Human Performance, Exercise Physiology and Health Sciences majors. The course will prepare students for the Human Anatomy and Physiology sequence (BIO224-225). Course topics will cover fundamental concepts including biomolecule structure and function, energy metabolism (cellular respiration), structure and function of cells and interaction between cells. Not intended for Biology majors or Health Science majors who plan to enter graduate programs requiring Cell Biology or Biochemistry (e.g. Physician, Physician's Assistant or Pharmacy). Such students should enroll in the BIO 201 (or 210)-202 sequence. Corequisites: BIO-159L",2015
BIO,159L,Cellular Basis of Human Physiology Laboratory,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-159L,"This is the lab component for BIO-159. Emphasis will be on scientific problem solving, including collection, analysis, and interpretation of biological data. Corequisites: BIO-159",2015
BIO,198,Biology Colloquium,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-198,A seminar series highlighting contemporary research in biology. This course is intended to introduce students to a wide range of fields within the biological sciences. Course can be repeated for up to 2 credits (4 semesters).,2015
BIO,199T,Special Topics in Biology,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-199T,nan,2015
BIO,201,Biology I: Molecules to Cells,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201,"This is the first course in a three semester sequence for biology majors. Course topics will cover fundamental concepts including biomolecule structure and function, energy metabolism (respiration and photosynthesis), the biology of inheritance, and gene structure, function, and expression. Focus on frontier areas of biology with an emphasis on molecular and cellular processes. Examples may include human genetics, bioinformatics, or cancer biology. Emphasis on scientific problem-solving, including collection, analysis, and interpretation of biological data. This course is designed for students who plan to take further coursework in biology or related disciplines. BIO-210 may be substituted for BIO-201 for all academic programs.",2015
BIO,201L,Molecules to Cells Laboratory,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201L,This is the laboratory course for BIO-201. Corequisites: BIO-201,2015
BIO,202,Organismal Biology,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202,"The second course in a three-semester sequence for Biology majors. The course examines reproduction, development, anatomy, and physiology of higher animals and plants, including trends in the evolution of plants. Prerequiste: BIO-201 or BIO-210 Corequisite: BIO-202L",2015
BIO,202L,Organismal Biology Laboratory,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202L,This is the laboratory course for BIO-202. Corequisites: BIO-202,2015
BIO,203,"Ecology, Evolution, and Diversity",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203,"The third course in a three-semester sequence for biology majors.  Examines the ecology, evolution, and diversity of life. Topics to be covered include population ecology, population genetics, evolution, phylogeny and classification, and a survey of the animal kingdom, including trends in animal evolution. Corequisite: BIO-203L Prerequisites: BIO-202 and MAT-112 or MAT-212",2015
BIO,203L,"Ecology, Evolution, and Diversity Laboratory",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203L,"This is the laboratory course for BIO-203. Includes discussion, field study, and laboratory experience.  Corequisite: BIO-203",2015
